Latitude,Longitude,Income Level,Are gut feelings your go-to when making a big decision,Count
40.113809,-75.185219,"$10,000 - $19,999",Openness to Revised Impressions,1
40.113809,-75.185219,"Less than $10,000",Openness to Revised Impressions,1
40.114729,-84.493439,"$20,000 - $29,999",Openness to Revised Impressions,1
40.11594,-74.78627,"$10,000 - $19,999",Openness to Revised Impressions,1
40.116621,-83.1305,"$10,000 - $19,999",Openness to Revised Impressions,1
40.11674,-80.00839,"$10,000 - $19,999",Openness to Revised Impressions,1
40.116846,-76.213075,"$10,000 - $19,999",Reliance on First Impressions,1
40.117231,-80.758087,"$10,000 - $19,999",Reliance on First Impressions,1
40.11727,-84.35384,"$50,000 - $59,999",Openness to Revised Impressions,1
40.117326,-76.052379,"$50,000 - $59,999",Reliance on First Impressions,1
40.11785,-80.41034,"Less than $10,000",Openness to Revised Impressions,1
40.118363,-83.027626,"Less than $10,000",Reliance on First Impressions,1
40.121683,-83.947262,"$10,000 - $19,999",Reliance on First Impressions,1
40.122407,-96.666863,"$10,000 - $19,999",Reliance on First Impressions,1
40.12256,-83.48937,"$50,000 - $59,999",Reliance on First Impressions,1
40.124321,-88.623262,"Less than $10,000",Openness to Revised Impressions,1
40.124758,-76.218766,"Less than $10,000",Openness to Revised Impressions,1
40.12504,-91.62516,"$30,000 - $39,999",Reliance on First Impressions,1
40.12504,-91.62516,"$40,000 - $49,999",Reliance on First Impressions,1
40.12557,-93.3191,"$10,000 - $19,999",Openness to Revised Impressions,1
40.128175,-75.541769,"Less than $10,000",Openness to Revised Impressions,1
40.1284,-75.060665,"$20,000 - $29,999",Openness to Revised Impressions,1
40.128409,-78.59138,"$20,000 - $29,999",Reliance on First Impressions,1
40.130167,-80.877264,"$50,000 - $59,999",Openness to Revised Impressions,1
40.130167,-80.877264,"Less than $10,000",Openness to Revised Impressions,1
40.130959,-75.207437,"Less than $10,000",Openness to Revised Impressions,1
40.136624,-79.047988,"$40,000 - $49,999",Reliance on First Impressions,1
40.137671,-99.82693,"Less than $10,000",Openness to Revised Impressions,1
40.138878,-74.11221,"$20,000 - $29,999",Openness to Revised Impressions,1
40.139913,-74.465018,"$20,000 - $29,999",Reliance on First Impressions,1
40.14094,-75.16684,"Less than $10,000",Reliance on First Impressions,1
40.141033,-85.766164,"Less than $10,000",Reliance on First Impressions,1
40.14167,-93.87245,"Less than $10,000",Reliance on First Impressions,1
40.142759,-76.019741,"$10,000 - $19,999",Openness to Revised Impressions,1
40.142759,-76.019741,Prefer not to say,Openness to Revised Impressions,1
40.142907,-122.340888,"Less than $10,000",Openness to Revised Impressions,1
40.143843,-85.508457,Prefer not to say,Reliance on First Impressions,1
40.14841,-79.88783,"$20,000 - $29,999",Reliance on First Impressions,1
40.149717,-75.378372,"Less than $10,000",Reliance on First Impressions,1
40.150726,-76.798353,"Less than $10,000",Reliance on First Impressions,2
40.150963,-76.61028,"$10,000 - $19,999",Reliance on First Impressions,1
40.1511,-83.545445,"$10,000 - $19,999",Openness to Revised Impressions,1
40.15178,-85.265562,"Less than $10,000",Reliance on First Impressions,1
40.15199,-90.01012,"Less than $10,000",Openness to Revised Impressions,1
40.154498,-76.08756,"$10,000 - $19,999",Reliance on First Impressions,1
40.15468,-74.990378,"$20,000 - $29,999",Reliance on First Impressions,1
40.155129,-78.916785,"$10,000 - $19,999",Reliance on First Impressions,1
40.155299,-79.738092,Prefer not to say,Reliance on First Impressions,1
40.15618,-79.97422,"$20,000 - $29,999",Reliance on First Impressions,1
40.15676,-76.20217,"$10,000 - $19,999",Openness to Revised Impressions,1
40.1572,-75.406,"$20,000 - $29,999",Openness to Revised Impressions,1
40.158911,-81.548992,"$20,000 - $29,999",Reliance on First Impressions,1
40.15922,-77.13908,"Less than $10,000",Reliance on First Impressions,1
40.159839,-104.046791,"$10,000 - $19,999",Reliance on First Impressions,1
40.159839,-104.046791,"Less than $10,000",Reliance on First Impressions,1
40.159854,-84.984682,"Less than $10,000",Openness to Revised Impressions,1
40.160065,-78.234638,"$10,000 - $19,999",Reliance on First Impressions,1
40.16091,-78.37501,"$10,000 - $19,999",Openness to Revised Impressions,1
40.16092,-77.82249,"Less than $10,000",Openness to Revised Impressions,2
40.161025,-83.648461,"$10,000 - $19,999",Reliance on First Impressions,1
40.161733,-85.719659,"Less than $10,000",Reliance on First Impressions,1
40.162093,-85.442772,"$10,000 - $19,999",Reliance on First Impressions,1
40.16229,-81.1326,"Less than $10,000",Reliance on First Impressions,1
40.165717,-92.609514,"Less than $10,000",Reliance on First Impressions,1
40.165902,-81.179828,"Less than $10,000",Openness to Revised Impressions,1
40.167245,-95.945731,"Less than $10,000",Reliance on First Impressions,1
40.168908,-74.073226,"$10,000 - $19,999",Openness to Revised Impressions,1
40.16912,-89.542183,"Less than $10,000",Reliance on First Impressions,1
40.170048,-74.651278,"$10,000 - $19,999",Reliance on First Impressions,1
40.17027,-94.73636,"Less than $10,000",Reliance on First Impressions,1
40.174246,-74.821857,"Less than $10,000",Openness to Revised Impressions,1
40.175641,-97.171023,"$30,000 - $39,999",Openness to Revised Impressions,1
40.175641,-97.171023,Prefer not to say,Reliance on First Impressions,1
40.176356,-101.010823,"$30,000 - $39,999",Reliance on First Impressions,1
40.17789,-74.58349,"$10,000 - $19,999",Openness to Revised Impressions,1
40.178081,-77.735336,"Less than $10,000",Openness to Revised Impressions,1
40.17982,-76.17884,"$40,000 - $49,999",Reliance on First Impressions,1
40.179971,-74.912096,"$10,000 - $19,999",Openness to Revised Impressions,1
40.181054,-75.257855,"$10,000 - $19,999",Reliance on First Impressions,1
40.18195,-105.51606,"$10,000 - $19,999",Openness to Revised Impressions,1
40.18257,-80.69119,"$20,000 - $29,999",Openness to Revised Impressions,1
40.183615,-74.740319,"$10,000 - $19,999",Reliance on First Impressions,1
40.18507,-79.84866,"$30,000 - $39,999",Openness to Revised Impressions,1
40.18566,-75.45157,"$10,000 - $19,999",Reliance on First Impressions,1
40.186465,-78.116188,"$10,000 - $19,999",Openness to Revised Impressions,1
40.186758,-75.007099,"$20,000 - $29,999",Reliance on First Impressions,1
40.187886,-82.987804,"$10,000 - $19,999",Openness to Revised Impressions,1
40.190532,-75.684443,"Less than $10,000",Reliance on First Impressions,1
40.19116,-90.86458,"$10,000 - $19,999",Openness to Revised Impressions,1
40.19116,-90.86458,"Less than $10,000",Openness to Revised Impressions,1
40.192881,-75.357555,"Less than $10,000",Reliance on First Impressions,1
40.193583,-86.976237,"$10,000 - $19,999",Openness to Revised Impressions,1
40.193815,-110.31321,"Less than $10,000",Reliance on First Impressions,1
40.19531,-88.40422,"$30,000 - $39,999",Reliance on First Impressions,1
40.19674,-87.526532,"Less than $10,000",Reliance on First Impressions,1
40.200757,-75.250665,"Less than $10,000",Reliance on First Impressions,1
40.201036,-75.850449,"$40,000 - $49,999",Reliance on First Impressions,1
40.20137,-78.958371,"Less than $10,000",Reliance on First Impressions,1
40.201808,-79.727237,"Less than $10,000",Openness to Revised Impressions,1
40.201808,-79.727237,Prefer not to say,Openness to Revised Impressions,1
40.201876,-78.252528,"Less than $10,000",Openness to Revised Impressions,1
40.201919,-98.500021,"$60,000 - $69,999",Openness to Revised Impressions,1
40.20199,-84.80913,"$10,000 - $19,999",Openness to Revised Impressions,1
40.202113,-74.012581,"Less than $10,000",Openness to Revised Impressions,1
40.202293,-85.408221,"$20,000 - $29,999",Openness to Revised Impressions,1
40.203019,-77.284761,Prefer not to say,Openness to Revised Impressions,1
40.20313,-79.92616,"$10,000 - $19,999",Openness to Revised Impressions,1
40.20785,-79.94699,"$10,000 - $19,999",Openness to Revised Impressions,1
40.20785,-79.94699,"Less than $10,000",Openness to Revised Impressions,1
40.208276,-88.808015,"$20,000 - $29,999",Reliance on First Impressions,1
40.208435,-78.987265,"$10,000 - $19,999",Reliance on First Impressions,1
40.20903,-123.78587,"$10,000 - $19,999",Reliance on First Impressions,1
40.21092,-76.79108,"$10,000 - $19,999",Reliance on First Impressions,1
40.211896,-75.35586,"$10,000 - $19,999",Openness to Revised Impressions,2
40.211896,-75.35586,"$20,000 - $29,999",Reliance on First Impressions,1
40.21532,-86.02637,"$10,000 - $19,999",Openness to Revised Impressions,1
40.21532,-86.02637,"Less than $10,000",Reliance on First Impressions,1
40.216006,-79.487239,"$10,000 - $19,999",Reliance on First Impressions,1
40.2162,-76.15523,"$20,000 - $29,999",Openness to Revised Impressions,1
40.21735,-75.364973,"$10,000 - $19,999",Reliance on First Impressions,1
40.2184,-79.48782,"$10,000 - $19,999",Reliance on First Impressions,1
40.2184,-79.48782,"Less than $10,000",Reliance on First Impressions,1
40.219558,-74.733404,"Less than $10,000",Reliance on First Impressions,1
40.222408,-77.941975,Prefer not to say,Openness to Revised Impressions,1
40.222755,-79.553298,"$20,000 - $29,999",Openness to Revised Impressions,1
40.223623,-76.538007,"$20,000 - $29,999",Reliance on First Impressions,1
40.224658,-75.001662,"$10,000 - $19,999",Openness to Revised Impressions,1
40.224658,-75.001662,"$30,000 - $39,999",Reliance on First Impressions,1
40.225376,-77.887496,"Less than $10,000",Openness to Revised Impressions,1
40.22586,-74.452293,"$10,000 - $19,999",Openness to Revised Impressions,1
40.22586,-74.452293,"$40,000 - $49,999",Openness to Revised Impressions,1
40.22586,-74.452293,"Less than $10,000",Openness to Revised Impressions,1
40.227338,-87.80397,"$10,000 - $19,999",Reliance on First Impressions,1
40.227938,-85.396685,"$10,000 - $19,999",Reliance on First Impressions,1
40.23005,-90.95013,"$10,000 - $19,999",Openness to Revised Impressions,1
40.230697,-81.223669,"$30,000 - $39,999",Reliance on First Impressions,1
40.231495,-100.835774,"$20,000 - $29,999",Openness to Revised Impressions,1
40.233892,-76.260725,"$20,000 - $29,999",Reliance on First Impressions,1
40.23449,-84.40939,"Less than $10,000",Reliance on First Impressions,1
40.234703,-84.91848,"$10,000 - $19,999",Reliance on First Impressions,1
40.23618,-79.79921,"$50,000 - $59,999",Reliance on First Impressions,1
40.236756,-95.684024,"$10,000 - $19,999",Reliance on First Impressions,1
40.23867,-82.69239,"$20,000 - $29,999",Openness to Revised Impressions,1
40.24035,-79.57671,"Less than $10,000",Openness to Revised Impressions,1
40.24097,-87.576801,"Less than $10,000",Reliance on First Impressions,1
40.241697,-88.155556,"Less than $10,000",Reliance on First Impressions,1
40.242327,-76.057696,"$10,000 - $19,999",Openness to Revised Impressions,1
40.242429,-79.454212,"$10,000 - $19,999",Openness to Revised Impressions,1
40.2442,-92.20574,"$20,000 - $29,999",Openness to Revised Impressions,1
40.244807,-75.142587,"$30,000 - $39,999",Reliance on First Impressions,1
40.24674,-80.04228,"Less than $10,000",Openness to Revised Impressions,1
40.24733,-75.24379,"$10,000 - $19,999",Openness to Revised Impressions,1
40.24733,-75.24379,"$10,000 - $19,999",Reliance on First Impressions,1
40.250454,-80.198354,"$10,000 - $19,999",Openness to Revised Impressions,1
40.252545,-100.305432,"$10,000 - $19,999",Reliance on First Impressions,1
40.252545,-100.305432,"$20,000 - $29,999",Reliance on First Impressions,1
40.252545,-100.305432,"$40,000 - $49,999",Reliance on First Impressions,1
40.252545,-100.305432,"Less than $10,000",Openness to Revised Impressions,1
40.2534,-79.41031,"$10,000 - $19,999",Reliance on First Impressions,1
40.2534,-79.41031,"$30,000 - $39,999",Reliance on First Impressions,1
40.254018,-74.763385,"Less than $10,000",Openness to Revised Impressions,2
40.254078,-99.637884,"$10,000 - $19,999",Reliance on First Impressions,1
40.256596,-94.330949,"Less than $10,000",Reliance on First Impressions,1
40.25787,-75.7263,"$20,000 - $29,999",Openness to Revised Impressions,1
40.260057,-94.178041,"$10,000 - $19,999",Reliance on First Impressions,1
40.261516,-76.880884,"$10,000 - $19,999",Reliance on First Impressions,1
40.26257,-80.18728,"Less than $10,000",Reliance on First Impressions,1
40.262783,-75.01568,"Less than $10,000",Openness to Revised Impressions,1
40.26323,-79.71382,"$10,000 - $19,999",Openness to Revised Impressions,1
40.263948,-80.835767,"$60,000 - $69,999",Openness to Revised Impressions,1
40.26618,-79.39837,"Less than $10,000",Reliance on First Impressions,1
40.266221,-76.882854,"$10,000 - $19,999",Openness to Revised Impressions,1
40.266539,-110.106937,"Less than $10,000",Reliance on First Impressions,1
40.267518,-76.883734,"$10,000 - $19,999",Openness to Revised Impressions,1
40.26955,-74.52321,"Less than $10,000",Openness to Revised Impressions,1
40.269966,-100.171378,"$10,000 - $19,999",Reliance on First Impressions,1
40.270222,-76.882889,"$10,000 - $19,999",Openness to Revised Impressions,1
40.270222,-76.882889,"Less than $10,000",Openness to Revised Impressions,1
40.270806,-112.689833,"$10,000 - $19,999",Openness to Revised Impressions,1
40.2709,-80.78147,"$10,000 - $19,999",Reliance on First Impressions,1
40.270965,-78.077244,"Less than $10,000",Openness to Revised Impressions,1
40.271524,-85.72808,"$10,000 - $19,999",Openness to Revised Impressions,1
40.271524,-85.72808,"Less than $10,000",Reliance on First Impressions,1
40.27507,-80.46062,"$20,000 - $29,999",Reliance on First Impressions,1
40.275914,-75.461756,"$30,000 - $39,999",Openness to Revised Impressions,1
40.277046,-81.262892,"$20,000 - $29,999",Openness to Revised Impressions,1
40.277076,-76.385727,"$10,000 - $19,999",Reliance on First Impressions,1
40.277359,-99.776089,"Less than $10,000",Reliance on First Impressions,1
40.277534,-80.27313,"$10,000 - $19,999",Reliance on First Impressions,1
40.277992,-76.582841,"$20,000 - $29,999",Reliance on First Impressions,1
40.278553,-88.011017,"$30,000 - $39,999",Openness to Revised Impressions,1
40.279337,-79.366066,"$10,000 - $19,999",Openness to Revised Impressions,1
40.279698,-108.761563,"$30,000 - $39,999",Openness to Revised Impressions,1
40.280332,-85.383447,"$30,000 - $39,999",Reliance on First Impressions,1
40.280389,-124.06367,"Less than $10,000",Reliance on First Impressions,1
40.280531,-74.712018,"$10,000 - $19,999",Openness to Revised Impressions,1
40.280531,-74.712018,"$10,000 - $19,999",Reliance on First Impressions,1
40.280531,-74.712018,"$50,000 - $59,999",Openness to Revised Impressions,1
40.280531,-74.712018,"Less than $10,000",Openness to Revised Impressions,2
40.280531,-74.712018,"Less than $10,000",Reliance on First Impressions,1
40.2818,-111.72091,"$10,000 - $19,999",Reliance on First Impressions,1
40.2818,-111.72091,"Less than $10,000",Openness to Revised Impressions,1
40.283176,-75.064112,"Less than $10,000",Openness to Revised Impressions,1
40.28369,-77.71832,"Less than $10,000",Openness to Revised Impressions,1
40.284511,-86.772436,"Less than $10,000",Openness to Revised Impressions,1
40.285379,-104.782532,"$10,000 - $19,999",Reliance on First Impressions,1
40.285456,-87.632675,"$30,000 - $39,999",Openness to Revised Impressions,1
40.28546,-75.491912,"$20,000 - $29,999",Openness to Revised Impressions,1
40.28593,-75.98438,"Less than $10,000",Reliance on First Impressions,1
40.286511,-91.372569,"Less than $10,000",Reliance on First Impressions,1
40.288379,-75.341026,"$10,000 - $19,999",Openness to Revised Impressions,1
40.28968,-78.4482,"Less than $10,000",Openness to Revised Impressions,1
40.290953,-76.820294,"$10,000 - $19,999",Reliance on First Impressions,1
40.291047,-98.25954,"$30,000 - $39,999",Openness to Revised Impressions,1
40.291047,-98.25954,"Less than $10,000",Openness to Revised Impressions,1
40.291721,-97.029005,"Less than $10,000",Openness to Revised Impressions,1
40.29285,-80.20034,"$10,000 - $19,999",Reliance on First Impressions,1
40.29285,-80.20034,"Less than $10,000",Reliance on First Impressions,1
40.293469,-80.594036,"Less than $10,000",Openness to Revised Impressions,1
40.293935,-78.719217,"$30,000 - $39,999",Openness to Revised Impressions,1
40.294396,-76.893751,"$10,000 - $19,999",Openness to Revised Impressions,1
40.294686,-81.183933,"Less than $10,000",Reliance on First Impressions,1
40.29522,-84.032272,"Less than $10,000",Openness to Revised Impressions,1
40.29649,-81.102502,"$10,000 - $19,999",Openness to Revised Impressions,1
40.297031,-76.876437,"Less than $10,000",Openness to Revised Impressions,1
40.29733,-74.3582,"$10,000 - $19,999",Openness to Revised Impressions,1
40.29733,-74.3582,"$50,000 - $59,999",Reliance on First Impressions,1
40.297591,-107.665731,"$30,000 - $39,999",Reliance on First Impressions,1
40.302718,-74.24928,"$10,000 - $19,999",Openness to Revised Impressions,1
40.302718,-74.24928,"$10,000 - $19,999",Reliance on First Impressions,1
40.302718,-74.24928,"$20,000 - $29,999",Reliance on First Impressions,1
40.30428,-73.99236,"$10,000 - $19,999",Reliance on First Impressions,1
40.304402,-86.824468,"Less than $10,000",Reliance on First Impressions,1
40.304473,-86.469044,"$10,000 - $19,999",Reliance on First Impressions,1
40.30585,-93.35022,"Less than $10,000",Reliance on First Impressions,1
40.30642,-87.87781,"Less than $10,000",Reliance on First Impressions,1
40.306854,-92.085363,"$10,000 - $19,999",Openness to Revised Impressions,1
40.306924,-83.360645,"Less than $10,000",Openness to Revised Impressions,1
40.30832,-105.08109,"$10,000 - $19,999",Openness to Revised Impressions,1
40.30832,-105.08109,"Less than $10,000",Reliance on First Impressions,2
40.308638,-76.801693,"$10,000 - $19,999",Openness to Revised Impressions,1
40.311313,-79.78956,"Less than $10,000",Reliance on First Impressions,1
40.312473,-97.811467,"Less than $10,000",Openness to Revised Impressions,1
40.314172,-87.403882,"Less than $10,000",Reliance on First Impressions,1
40.318986,-75.733368,"$40,000 - $49,999",Openness to Revised Impressions,1
40.318986,-75.733368,Prefer not to say,Reliance on First Impressions,1
40.320728,-110.435974,"Less than $10,000",Reliance on First Impressions,1
40.321114,-83.640462,"Less than $10,000",Openness to Revised Impressions,1
40.32118,-79.37948,"$10,000 - $19,999",Openness to Revised Impressions,1
40.32118,-79.37948,"Less than $10,000",Reliance on First Impressions,1
40.322769,-86.888066,"Less than $10,000",Openness to Revised Impressions,1
40.324339,-84.57374,"$10,000 - $19,999",Reliance on First Impressions,1
40.325374,-78.915147,"Less than $10,000",Reliance on First Impressions,1
40.325792,-75.380495,"Less than $10,000",Reliance on First Impressions,1
40.327992,-75.990807,"$30,000 - $39,999",Reliance on First Impressions,1
40.328185,-104.665639,"$40,000 - $49,999",Openness to Revised Impressions,1
40.328645,-75.10278,"$10,000 - $19,999",Openness to Revised Impressions,1
40.328645,-75.10278,"$40,000 - $49,999",Openness to Revised Impressions,1
40.328645,-75.10278,"$40,000 - $49,999",Reliance on First Impressions,1
40.329386,-79.680567,Prefer not to say,Reliance on First Impressions,1
40.33009,-76.0805,"Less than $10,000",Openness to Revised Impressions,1
40.33109,-104.11828,"Less than $10,000",Openness to Revised Impressions,1
40.332266,-80.081026,"Less than $10,000",Reliance on First Impressions,1
40.33237,-76.50737,"$10,000 - $19,999",Reliance on First Impressions,1
40.33237,-76.50737,"$20,000 - $29,999",Reliance on First Impressions,2
40.33237,-76.50737,"$60,000 - $69,999",Openness to Revised Impressions,1
40.333536,-90.307389,"$10,000 - $19,999",Openness to Revised Impressions,1
40.33371,-75.63741,"$30,000 - $39,999",Reliance on First Impressions,1
40.33424,-79.47809,"$30,000 - $39,999",Openness to Revised Impressions,1
40.33514,-79.983243,"Less than $10,000",Openness to Revised Impressions,1
40.335928,-81.430921,"$20,000 - $29,999",Reliance on First Impressions,1
40.336935,-75.573783,"$20,000 - $29,999",Reliance on First Impressions,1
40.337997,-83.465462,"Less than $10,000",Openness to Revised Impressions,1
40.338017,-75.978006,"$10,000 - $19,999",Reliance on First Impressions,1
40.339767,-79.842783,"$10,000 - $19,999",Openness to Revised Impressions,1
40.340181,-105.572189,"$10,000 - $19,999",Openness to Revised Impressions,1
40.340251,-111.719923,"$10,000 - $19,999",Reliance on First Impressions,1
40.34032,-85.3508,"$30,000 - $39,999",Reliance on First Impressions,1
40.34039,-73.99125,"$40,000 - $49,999",Openness to Revised Impressions,1
40.34039,-73.99125,"Less than $10,000",Openness to Revised Impressions,1
40.340616,-84.496342,"Less than $10,000",Reliance on First Impressions,1
40.340702,-82.155887,"$10,000 - $19,999",Openness to Revised Impressions,1
40.341664,-120.423118,"$40,000 - $49,999",Openness to Revised Impressions,1
40.344529,-75.268738,"$10,000 - $19,999",Reliance on First Impressions,1
40.344753,-109.387441,"$10,000 - $19,999",Reliance on First Impressions,1
40.346629,-74.125401,"$20,000 - $29,999",Openness to Revised Impressions,1
40.34698,-75.376985,"$20,000 - $29,999",Reliance on First Impressions,1
40.347054,-74.064307,"Less than $10,000",Reliance on First Impressions,1
40.348228,-80.161128,"$20,000 - $29,999",Openness to Revised Impressions,2
40.349206,-74.652811,"Less than $10,000",Reliance on First Impressions,1
40.351271,-81.873607,"$10,000 - $19,999",Openness to Revised Impressions,2
40.35137,-76.21164,"$30,000 - $39,999",Openness to Revised Impressions,1
40.35198,-88.76424,"Less than $10,000",Openness to Revised Impressions,1
40.352418,-80.678099,"Less than $10,000",Openness to Revised Impressions,1
40.35396,-79.52171,"$10,000 - $19,999",Reliance on First Impressions,1
40.354106,-84.643532,"$10,000 - $19,999",Reliance on First Impressions,1
40.35618,-80.11006,"Less than $10,000",Reliance on First Impressions,1
40.356629,-112.465914,"$20,000 - $29,999",Reliance on First Impressions,1
40.356629,-112.465914,"Less than $10,000",Openness to Revised Impressions,1
40.357237,-81.643638,"Less than $10,000",Openness to Revised Impressions,1
40.357492,-74.998605,"$20,000 - $29,999",Openness to Revised Impressions,1
40.357492,-74.998605,"Less than $10,000",Reliance on First Impressions,1
40.35785,-79.73504,"Less than $10,000",Reliance on First Impressions,1
40.358435,-80.387917,"$10,000 - $19,999",Reliance on First Impressions,1
40.359341,-75.173921,"$20,000 - $29,999",Openness to Revised Impressions,1
40.3594,-110.28627,"Less than $10,000",Reliance on First Impressions,1
40.36004,-92.02434,"Less than $10,000",Openness to Revised Impressions,1
40.360473,-75.317521,"$10,000 - $19,999",Reliance on First Impressions,1
40.36118,-78.87086,"$10,000 - $19,999",Openness to Revised Impressions,1
40.36142,-88.42811,"$10,000 - $19,999",Reliance on First Impressions,1
40.36142,-88.42811,"Less than $10,000",Reliance on First Impressions,1
40.362956,-76.271943,"$20,000 - $29,999",Openness to Revised Impressions,1
40.364667,-81.755507,"$80,000 - $99,999",Reliance on First Impressions,1
40.36564,-77.34443,"$10,000 - $19,999",Openness to Revised Impressions,1
40.368121,-80.289382,"$20,000 - $29,999",Reliance on First Impressions,1
40.36921,-79.619012,"$20,000 - $29,999",Reliance on First Impressions,1
40.369569,-80.043925,Prefer not to say,Reliance on First Impressions,1
40.370274,-80.996826,"$10,000 - $19,999",Openness to Revised Impressions,1
40.37066,-82.481346,"Less than $10,000",Openness to Revised Impressions,1
40.37066,-82.481346,"Less than $10,000",Reliance on First Impressions,1
40.370897,-88.152546,"$10,000 - $19,999",Reliance on First Impressions,1
40.37368,-80.11783,"Less than $10,000",Reliance on First Impressions,1
40.375954,-122.936967,"$30,000 - $39,999",Openness to Revised Impressions,1
40.3764,-93.33494,"$30,000 - $39,999",Openness to Revised Impressions,1
40.377031,-108.398991,"$20,000 - $29,999",Reliance on First Impressions,1
40.377031,-108.398991,"Less than $10,000",Openness to Revised Impressions,1
40.378063,-96.728578,"$20,000 - $29,999",Reliance on First Impressions,1
40.378783,-83.787784,"Less than $10,000",Reliance on First Impressions,1
40.379677,-78.955677,"$10,000 - $19,999",Openness to Revised Impressions,1
40.379677,-78.955677,Prefer not to say,Reliance on First Impressions,1
40.379736,-97.905641,"$10,000 - $19,999",Reliance on First Impressions,1
40.379788,-97.080431,"$10,000 - $19,999",Openness to Revised Impressions,1
40.382302,-77.882222,"Less than $10,000",Reliance on First Impressions,1
40.383125,-79.806436,"$40,000 - $49,999",Openness to Revised Impressions,1
40.384991,-104.680631,"$10,000 - $19,999",Reliance on First Impressions,1
40.385496,-78.172245,"$10,000 - $19,999",Openness to Revised Impressions,1
40.385496,-78.172245,"$30,000 - $39,999",Openness to Revised Impressions,1
40.38562,-79.75893,"$10,000 - $19,999",Openness to Revised Impressions,1
40.386723,-85.210356,"$30,000 - $39,999",Reliance on First Impressions,1
40.38805,-75.142522,"$50,000 - $59,999",Openness to Revised Impressions,1
40.38805,-75.142522,"Less than $10,000",Openness to Revised Impressions,1
40.388442,-75.963055,"$50,000 - $59,999",Openness to Revised Impressions,1
40.38865,-85.49942,"Less than $10,000",Reliance on First Impressions,1
40.388656,-86.894908,"$10,000 - $19,999",Openness to Revised Impressions,1
40.39037,-76.315043,"Less than $10,000",Openness to Revised Impressions,1
40.39114,-78.735229,"Less than $10,000",Openness to Revised Impressions,2
40.392619,-79.905171,"Less than $10,000",Openness to Revised Impressions,1
40.39312,-81.3465,"Less than $10,000",Reliance on First Impressions,1
40.39313,-77.831635,"Less than $10,000",Openness to Revised Impressions,1
40.39368,-78.43557,"$10,000 - $19,999",Reliance on First Impressions,1
40.39368,-78.43557,"Less than $10,000",Reliance on First Impressions,1
40.39449,-91.58321,"$10,000 - $19,999",Openness to Revised Impressions,1
40.39449,-91.58321,"$20,000 - $29,999",Reliance on First Impressions,1
40.39449,-91.58321,"Less than $10,000",Openness to Revised Impressions,1
40.39504,-91.24959,"$20,000 - $29,999",Openness to Revised Impressions,1
40.395796,-111.803101,"$10,000 - $19,999",Reliance on First Impressions,1
40.395881,-81.406883,"$50,000 - $59,999",Openness to Revised Impressions,1
40.397541,-95.663987,"Less than $10,000",Reliance on First Impressions,1
40.40014,-80.016074,"$10,000 - $19,999",Reliance on First Impressions,1
40.40014,-80.016074,"$70,000 - $79,999",Reliance on First Impressions,1
40.4023,-77.55221,"Less than $10,000",Openness to Revised Impressions,1
40.402523,-77.966977,"$10,000 - $19,999",Openness to Revised Impressions,1
40.402523,-77.966977,"$10,000 - $19,999",Reliance on First Impressions,1
40.402523,-77.966977,"Less than $10,000",Reliance on First Impressions,2
40.403348,-80.184169,"$10,000 - $19,999",Openness to Revised Impressions,1
40.403793,-79.928872,"$30,000 - $39,999",Reliance on First Impressions,1
40.404942,-75.941603,"$50,000 - $59,999",Openness to Revised Impressions,1
40.40499,-94.44413,"$10,000 - $19,999",Reliance on First Impressions,1
40.405796,-77.134043,"$20,000 - $29,999",Reliance on First Impressions,1
40.4059,-79.82505,"Less than $10,000",Openness to Revised Impressions,1
40.4059,-79.82505,"Less than $10,000",Reliance on First Impressions,1
40.406317,-82.782091,"$10,000 - $19,999",Openness to Revised Impressions,1
40.40836,-92.68881,"$30,000 - $39,999",Reliance on First Impressions,1
40.40868,-80.08339,"$40,000 - $49,999",Reliance on First Impressions,1
40.40868,-80.08339,"Less than $10,000",Reliance on First Impressions,1
40.41199,-90.8393,"Less than $10,000",Openness to Revised Impressions,1
40.412741,-86.101484,"$30,000 - $39,999",Reliance on First Impressions,1
40.412741,-86.101484,"Less than $10,000",Openness to Revised Impressions,1
40.41312,-79.57032,"$20,000 - $29,999",Openness to Revised Impressions,1
40.41312,-79.57032,"Less than $10,000",Openness to Revised Impressions,1
40.41312,-79.57032,"Less than $10,000",Reliance on First Impressions,1
40.41361,-91.659318,"$10,000 - $19,999",Openness to Revised Impressions,1
40.413793,-116.581275,"$30,000 - $39,999",Openness to Revised Impressions,1
40.41445,-97.45282,"$80,000 - $99,999",Reliance on First Impressions,1
40.417707,-74.088534,"$20,000 - $29,999",Reliance on First Impressions,1
40.418119,-80.052576,"Less than $10,000",Openness to Revised Impressions,1
40.41896,-80.58952,"$10,000 - $19,999",Openness to Revised Impressions,1
40.419784,-78.823794,"$20,000 - $29,999",Reliance on First Impressions,1
40.419965,-74.988619,Prefer not to say,Reliance on First Impressions,1
40.42087,-89.41454,"$10,000 - $19,999",Openness to Revised Impressions,1
40.42091,-78.11001,"$10,000 - $19,999",Openness to Revised Impressions,1
40.42091,-78.11001,"$10,000 - $19,999",Reliance on First Impressions,1
40.42341,-78.4339,"$10,000 - $19,999",Openness to Revised Impressions,1
40.42341,-78.4339,"$40,000 - $49,999",Openness to Revised Impressions,1
40.42341,-78.4339,"Less than $10,000",Openness to Revised Impressions,1
